Namespace(action=0, all_clients=False, bs=128, dataset='mnist', epochs=10, frac=0.1, gpu=0, iid=False, kernel_num=9, kernel_sizes='3,4,5', local_bs=10, local_ep=5, lr=0.01, max_pool='True', model='CNN', momentum=0.5, norm='batch_norm', num_channels=3, num_classes=10, num_filters=32, num_users=100, seed=1, split='user', stopping_rounds=10, verbose=False)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'mode': 'raw', 'defence': 'raw', 'client_epochs': 5, 'server_epochs': 100, 'batch_size': 128, 'client_lr': 0.1, 'server_lr': 0.1, 'server_rate': 2000, 'load_ckpt': 0, 'workers': 25, 'byzantine_workers': 5, 'attack_strength': 1.0, 'k': 1, 'test_frequency': 1}
======================Start Train Model [Sat May  4 09:41:50 2024]======================
Epoch: 1 | Epoch Time: 1m 8s
Train Loss: 1.8519299349975586 | Train Acc: 34.25999879837036%
Test Loss: 1.8476967937469482 | Test Acc: 34.610000252723694%
Epoch: 28 | Epoch Time: 1m 8s
Train Loss: 1.8373568118286132 | Train Acc: 34.696000814437866%
Test Loss: 1.8329807003021241 | Test Acc: 35.1500004529953%
Epoch: 29 | Epoch Time: 1m 11s
Train Loss: 1.822558780517578 | Train Acc: 35.109999775886536%
Test Loss: 1.8181470720291137 | Test Acc: 35.47999858856201%
Epoch: 30 | Epoch Time: 1m 8s
Train Loss: 1.8083206256103517 | Train Acc: 35.54199934005737%
Test Loss: 1.8038448734283448 | Test Acc: 36.000001430511475%
Epoch: 31 | Epoch Time: 1m 8s
Train Loss: 1.7941756900024415 | Train Acc: 35.971999168395996%
Test Loss: 1.7896865127563477 | Test Acc: 36.28999888896942%
Epoch: 32 | Epoch Time: 1m 10s
Train Loss: 1.7804973947143554 | Train Acc: 36.30799949169159%
Test Loss: 1.7760517185211182 | Test Acc: 36.59999966621399%
Epoch: 33 | Epoch Time: 1m 5s
Train Loss: 1.7674136056518555 | Train Acc: 36.664000153541565%
Test Loss: 1.7630793823242188 | Test Acc: 37.059998512268066%
Epoch: 34 | Epoch Time: 1m 12s
Train Loss: 1.7546553903198243 | Train Acc: 37.03800141811371%
Test Loss: 1.7503904668807984 | Test Acc: 37.290000915527344%
Namespace(action=0, all_clients=False, bs=128, dataset='mnist', epochs=10, frac=0.1, gpu=0, iid=False, kernel_num=9, kernel_sizes='3,4,5', local_bs=10, local_ep=5, lr=0.01, max_pool='True', model='CNN', momentum=0.5, norm='batch_norm', num_channels=3, num_classes=10, num_filters=32, num_users=100, seed=1, split='user', stopping_rounds=10, verbose=False)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'mode': 'raw', 'defence': 'raw', 'client_epochs': 5, 'server_epochs': 100, 'batch_size': 128, 'client_lr': 0.1, 'server_lr': 0.1, 'server_rate': 2000, 'load_ckpt': 0, 'workers': 25, 'byzantine_workers': 5, 'attack_strength': 1.0, 'k': 1, 'test_frequency': 1}
======================Start Train Model [Sat May  4 10:30:13 2024]======================
Epoch: 1 | Epoch Time: 0m 33s
Train Loss: 2.301401626586914 | Train Acc: 10.000000149011612%
Test Loss: 2.30135523109436 | Test Acc: 10.000000149011612%
Epoch: 2 | Epoch Time: 0m 33s
Train Loss: 2.3006714419555663 | Train Acc: 10.000000149011612%
Test Loss: 2.300623896408081 | Test Acc: 10.000000149011612%
Epoch: 3 | Epoch Time: 0m 35s
Train Loss: 2.299861128845215 | Train Acc: 10.000000149011612%
Test Loss: 2.2998120273590086 | Test Acc: 10.000000149011612%
Epoch: 4 | Epoch Time: 0m 33s
Train Loss: 2.2989695446777345 | Train Acc: 10.000000149011612%
Test Loss: 2.29891591835022 | Test Acc: 10.000000149011612%
Epoch: 5 | Epoch Time: 0m 32s
Train Loss: 2.297986528930664 | Train Acc: 10.000000149011612%
Test Loss: 2.297927098083496 | Test Acc: 10.000000149011612%
Epoch: 6 | Epoch Time: 0m 32s
Train Loss: 2.2968982092285155 | Train Acc: 10.000000149011612%
Test Loss: 2.2968293087005613 | Test Acc: 10.000000149011612%
Epoch: 7 | Epoch Time: 0m 31s
Train Loss: 2.2956805584716795 | Train Acc: 10.0040003657341%
Test Loss: 2.295601273345947 | Test Acc: 10.000000149011612%
Epoch: 8 | Epoch Time: 0m 35s
Train Loss: 2.2942978115844728 | Train Acc: 10.022000223398209%
Test Loss: 2.29420567855835 | Test Acc: 10.029999911785126%
Epoch: 9 | Epoch Time: 0m 32s
Train Loss: 2.2927079669189454 | Train Acc: 10.124000161886215%
Test Loss: 2.292599815368652 | Test Acc: 10.14999970793724%
Epoch: 10 | Epoch Time: 0m 34s
Train Loss: 2.2908518014526367 | Train Acc: 10.69599986076355%
Test Loss: 2.290719800567627 | Test Acc: 10.750000178813934%
Epoch: 11 | Epoch Time: 0m 35s
Train Loss: 2.288672300720215 | Train Acc: 12.083999812602997%
Test Loss: 2.2885082317352294 | Test Acc: 12.359999865293503%
Epoch: 12 | Epoch Time: 0m 34s
Train Loss: 2.2860754531860352 | Train Acc: 14.293999969959259%
Test Loss: 2.2858685565948487 | Test Acc: 14.429999887943268%
Namespace(action=0, all_clients=False, bs=128, dataset='mnist', epochs=10, frac=0.1, gpu=0, iid=False, kernel_num=9, kernel_sizes='3,4,5', local_bs=10, local_ep=5, lr=0.01, max_pool='True', model='CNN', momentum=0.5, norm='batch_norm', num_channels=3, num_classes=10, num_filters=32, num_users=100, seed=1, split='user', stopping_rounds=10, verbose=False)
{'model_name': 'CNN', 'device': device(type='cuda', index=0), 'log_dir': 'log\\CNN', 'ckpt_dir': 'checkpoint\\CNN', 'mode': 'raw', 'defence': 'raw', 'client_epochs': 10, 'server_epochs': 100, 'batch_size': 128, 'client_lr': 0.1, 'server_lr': 0.1, 'server_rate': 2000, 'load_ckpt': 0, 'workers': 25, 'byzantine_workers': 5, 'attack_strength': 1.0, 'k': 1, 'test_frequency': 1}
======================Start Train Model [Sat May  4 10:40:07 2024]======================
Epoch: 1 | Epoch Time: 1m 3s
Train Loss: 2.3006190753173827 | Train Acc: 10.000000149011612%
Test Loss: 2.3005687423706056 | Test Acc: 10.000000149011612%
Epoch: 2 | Epoch Time: 1m 4s
Train Loss: 2.2985527938842774 | Train Acc: 10.000000149011612%
Test Loss: 2.2984884674072266 | Test Acc: 10.000000149011612%
Epoch: 3 | Epoch Time: 1m 6s
Train Loss: 2.2954978750610353 | Train Acc: 10.010000318288803%
Test Loss: 2.295392030334473 | Test Acc: 10.019999742507935%
Epoch: 4 | Epoch Time: 1m 7s
Train Loss: 2.290829292907715 | Train Acc: 13.47000002861023%
Test Loss: 2.2906479637145996 | Test Acc: 13.619999587535858%
Epoch: 5 | Epoch Time: 1m 7s
Train Loss: 2.2836008721923826 | Train Acc: 16.18800014257431%
Test Loss: 2.283295970916748 | Test Acc: 16.599999368190765%
Epoch: 6 | Epoch Time: 1m 5s
Train Loss: 2.273036912536621 | Train Acc: 18.323999643325806%
Test Loss: 2.2725826961517335 | Test Acc: 18.50000023841858%
Epoch: 7 | Epoch Time: 1m 7s
Train Loss: 2.2591412670898436 | Train Acc: 20.917999744415283%
Test Loss: 2.258529851913452 | Test Acc: 21.119999885559082%
Epoch: 8 | Epoch Time: 1m 5s
Train Loss: 2.2421588415527345 | Train Acc: 23.02200049161911%
Test Loss: 2.2413529975891113 | Test Acc: 23.03999960422516%
Epoch: 9 | Epoch Time: 1m 3s
Train Loss: 2.2230001013183593 | Train Acc: 24.653999507427216%
Test Loss: 2.2219737865447997 | Test Acc: 24.51999932527542%
Epoch: 10 | Epoch Time: 1m 7s
Train Loss: 2.201566950073242 | Train Acc: 25.797998905181885%
Test Loss: 2.200340626525879 | Test Acc: 25.7999986410141%
Epoch: 11 | Epoch Time: 1m 4s
Train Loss: 2.179565150756836 | Train Acc: 26.787999272346497%
Test Loss: 2.1780960262298583 | Test Acc: 27.000001072883606%
Epoch: 12 | Epoch Time: 1m 1s
Train Loss: 2.1561770874023436 | Train Acc: 27.47800052165985%
Test Loss: 2.15451689453125 | Test Acc: 27.57999897003174%
Epoch: 13 | Epoch Time: 1m 7s
Train Loss: 2.1324233853149415 | Train Acc: 27.987998723983765%
Test Loss: 2.130574562072754 | Test Acc: 28.290000557899475%
Epoch: 14 | Epoch Time: 1m 5s
Train Loss: 2.1086594403076173 | Train Acc: 28.492000699043274%
Test Loss: 2.106623621559143 | Test Acc: 28.81999909877777%
Epoch: 15 | Epoch Time: 1m 4s
Train Loss: 2.0854256170654297 | Train Acc: 28.907999396324158%
Test Loss: 2.083189786529541 | Test Acc: 29.12999987602234%
Epoch: 16 | Epoch Time: 1m 6s
Train Loss: 2.0626009954833986 | Train Acc: 29.350000619888306%
Test Loss: 2.0602073972702026 | Test Acc: 29.62000072002411%
Epoch: 17 | Epoch Time: 1m 3s
Train Loss: 2.0405702490234376 | Train Acc: 29.824000597000122%
Test Loss: 2.037985961341858 | Test Acc: 30.129998922348022%
Epoch: 18 | Epoch Time: 1m 5s
Train Loss: 2.019875331726074 | Train Acc: 30.219998955726624%
Test Loss: 2.0170733249664305 | Test Acc: 30.52999973297119%
Epoch: 19 | Epoch Time: 1m 6s
Train Loss: 1.999275652770996 | Train Acc: 30.630001425743103%
Test Loss: 1.996276727104187 | Test Acc: 30.93000054359436%
Epoch: 20 | Epoch Time: 1m 3s
Train Loss: 1.9793905935668945 | Train Acc: 31.03800117969513%
Test Loss: 1.9761981349945068 | Test Acc: 31.470000743865967%
Epoch: 21 | Epoch Time: 1m 5s
Train Loss: 1.9601961935424805 | Train Acc: 31.42000138759613%
Test Loss: 1.9568326904296875 | Test Acc: 31.65999948978424%
Epoch: 22 | Epoch Time: 1m 4s
Train Loss: 1.9418366522216797 | Train Acc: 31.90400004386902%
Test Loss: 1.9383064376831054 | Test Acc: 32.019999623298645%
Epoch: 23 | Epoch Time: 1m 5s
Train Loss: 1.9239944876098634 | Train Acc: 32.354000210762024%
Test Loss: 1.9203915636062623 | Test Acc: 32.46999979019165%
